iter	MultiClass
163	0.07768865058
164	0.07721814412
165	0.07664686509
166	0.07602888722
167	0.07572370865
168	0.07526681218
169	0.07476650227
170	0.07418808562
171	0.07368030363
172	0.07316079203
173	0.07263154827
174	0.07220971812
175	0.07177072984
176	0.07131366454
177	0.07082028091
178	0.07041018156
179	0.07015338717
180	0.06990961415
181	0.06945865275
182	0.06908029658
183	0.06868073216
184	0.06838622914
185	0.06797986737
186	0.06747669504
187	0.06738102719
188	0.06688423676
189	0.06669210744
190	0.06645814377
191	0.06618060746
192	0.06564699671
193	0.0654489146
194	0.06517442384
195	0.06477827884
196	0.06457439175
197	0.06432411817
198	0.06401165455
199	0.06386063845
200	0.06350221559
201	0.06325506942
202	0.06307407184
203	0.06282828564
204	0.06250003445
205	0.06229530226
206	0.06185189672
207	0.06157256733
208	0.06121310033
209	0.06092274976
210	0.0607030176
211	0.0603281292
212	0.06011157599
213	0.05974466227
214	0.05938949211
215	0.05916981745
216	0.05887702169
217	0.05850134882
218	0.05829525577
219	0.05796515097
220	0.05764156487
221	0.05738923031
222	0.05697792815
223	0.05667094959
224	0.05645313958
225	0.05621957385
226	0.05589892477
227	0.05568574122
228	0.05549532882
229	0.05531034573
230	0.05515658678
231	0.05496917911
232	0.05455534752
233	0.05436384944
234	0.05405713899
235	0.05368476375
236	0.05351304392
237	0.05333312579
238	0.05318925179
239	0.05293690234
240	0.05267844988
241	0.05243248395
242	0.05212607019
243	0.05187072747
244	0.05171301199
245	0.05147243611
246	0.05126985636
247	0.05116304178
248	0.050957091
249	0.05082402131
250	0.05066408885
251	0.05047307086
252	0.05027550689
253	0.05006262825
254	0.04987360445
255	0.04964927296
256	0.04947535349
257	0.04928565246
258	0.04921085173
259	0.04896661261
260	0.04882742937
261	0.04864614141
262	0.04847215951
263	0.04846610357
264	0.04829209742
265	0.04814733253
266	0.04798263631
267	0.0478064104
268	0.04764100237
269	0.04740531353
270	0.04727709711
271	0.04714728924
272	0.04692044465
273	0.04683705027
274	0.04673300561
275	0.04656014437
276	0.04637895798
277	0.04630682696
278	0.04613960758
279	0.04593855377
280	0.04582129144
281	0.04573627026
282	0.0455932122
283	0.04553942186
284	0.04547952557
285	0.04538208503
286	0.04524622526
287	0.04518907087
288	0.04508900842
289	0.04496696741
290	0.04480437276
291	0.04461733276
292	0.04461279832
293	0.04442756654
294	0.0442842558
295	0.04407354054
296	0.04399102984
297	0.04398308694
298	0.04383348858
299	0.04371149179
300	0.0436509995
301	0.04344268385
302	0.0434338991
303	0.04330306563
304	0.04317600011
305	0.0430174465
306	0.04291521865
307	0.04279454361
308	0.04270663505
309	0.04262463982
310	0.04255224742
311	0.04244488513
312	0.04235551635
313	0.04215298701
314	0.04206684567
315	0.04202448986
316	0.04186382754
317	0.041686782
318	0.04153617367
319	0.04149672119
320	0.04149188382
321	0.04141045744
322	0.04130256974
323	0.04115217794
324	0.04112699057
325	0.04101378125
326	0.04099570848
327	0.04093568281
328	0.04069080043
329	0.04062378096
330	0.04050773813
331	0.04041880135
332	0.04030974235
333	0.04020140743
334	0.03999561841
335	0.03997019234
336	0.03988276344
337	0.03974610167
338	0.03966269323
339	0.03956939208
340	0.03944902479
341	0.03922208293
342	0.03921852209
343	0.03916941757
344	0.03910093092
345	0.038998752
346	0.03894554598
347	0.03884715153
348	0.03877555114
349	0.03868073868
350	0.03857900737
351	0.0385248028
352	0.03844242361
353	0.03843829081
354	0.03831626972
355	0.03821939889
356	0.03818953473
357	0.03811054893
358	0.03807736951
359	0.03799152953
360	0.03792557221
361	0.03789911041
362	0.03784301619
363	0.03773950084
364	0.03765273789
365	0.03758297265
366	0.03751894572
367	0.03743960508
368	0.03727415076
369	0.03721778494
370	0.03716840744
371	0.03711121832
372	0.0370313476
373	0.03695479133
374	0.03682130441
375	0.03672318503
376	0.03664812598
377	0.0366376924
378	0.03660221158
379	0.03657718748
380	0.03654219289
381	0.03643675534
382	0.03626311543
383	0.03621521016
384	0.0361817129
385	0.03616079497
386	0.0360716367
387	0.03600769271
388	0.03599720186
389	0.03592367827
390	0.03583899503
391	0.03579857896
392	0.03578282303
393	0.03573170394
394	0.03566540774
395	0.03552205966
396	0.03543130747
397	0.03532108697
398	0.03528328511
399	0.03520231627
400	0.03512074457
401	0.03498978927
402	0.0349445945
403	0.03488476805
404	0.03485069403
405	0.03471437786
406	0.03457450803
407	0.03446320196
408	0.03446111746
409	0.03440812952
410	0.03431190207
411	0.03429825739
412	0.03416717999
413	0.03408321647
414	0.03407801219
415	0.03407332935
416	0.03405682394
417	0.03400452333
418	0.03400149124
419	0.03396369747
420	0.03391511143
421	0.03386629894
422	0.03379867345
423	0.03368963042
424	0.03363679231
425	0.03353443236
426	0.0334423885
427	0.03343870252
428	0.0334353283
429	0.0333930814
430	0.03337384073
431	0.03337138879
432	0.03324233665
433	0.03318668732
434	0.03311073214
435	0.03306007015
436	0.0329804358
437	0.0328541976
438	0.03275175926
439	0.03268018171
440	0.03263037188
441	0.03251212788
442	0.03240545894
443	0.03232238658
444	0.032278957
445	0.0321774306
446	0.03210802645
447	0.03204584237
448	0.03202407797
449	0.03191804174
450	0.03187504701
451	0.03178997074
452	0.0317237586
453	0.03167997135
454	0.03164282925
455	0.03161731979
456	0.03157994277
457	0.0315208461
458	0.03149568983
459	0.03149369656
460	0.03137095575
461	0.03131564561
462	0.03126730049
463	0.03120412308
464	0.03110493074
465	0.03110253
466	0.03109281858
467	0.03109086303
468	0.03106398116
469	0.03101338539
470	0.03095966054
471	0.03089999033
472	0.03087990145
473	0.03084039293
474	0.0308009355
475	0.03069321595
476	0.03065161762
477	0.03055066405
478	0.03051595516
479	0.03051155669
480	0.03037421831
481	0.03028462967
482	0.03019629094
483	0.03015729964
484	0.03009672191
485	0.03006284728
486	0.0300466478
487	0.03000446932
488	0.02996385591
489	0.02994506005
490	0.02987330645
491	0.02984278637
492	0.02980756908
493	0.02970581389
494	0.0296563267
495	0.0295758183
496	0.02954313454
497	0.02944742429
498	0.02941282778
499	0.02932971889
